conversation_id,id,edit_history_tweet_ids,in_reply_to_user_id,author_id,text,created_at,author_name,label,score
448110947937165312,448517519020941312,['448517519020941312'],19106719,2388242935,@MAS prayers for them,2014-03-25T17:51:24.000Z,edgardg80,POS,0.6409028172492981
448110947937165312,448445519761653760,['448445519761653760'],19106719,1416940544,@MAS we offer our Sincere prayers to all the passenger &amp; crew of malaysian airlines MH370 condolence to all relatives ....,2014-03-25T13:05:18.000Z,odlanor88,NEU,0.7056733965873718
448110947937165312,448443331417083904,['448443331417083904'],19106719,2177672006,@MAS saya tetap ♥ MAS.,2014-03-25T12:56:36.000Z,ZairinIsmail,NEU,0.9747906923294067
448110947937165312,448412932318035968,['448412932318035968'],19106719,453843714,@MAS may God put the repose of their soul into peace and eternity! http://t.co/3BPzZjnGRS,2014-03-25T10:55:48.000Z,ShingShyne,POS,0.8174919486045837
448110947937165312,448411838477107200,['448411838477107200'],19106719,1958615208,@MAS my prayers and hope to all passengers that they are still alive,2014-03-25T10:51:28.000Z,JLayaoen,POS,0.7609038949012756
448110947937165312,448406713213800448,['448406713213800448'],19106719,765680912,@MAS Ma-lie-sia!!!!!!!!!!!!!!,2014-03-25T10:31:06.000Z,liran017,NEG,0.8844399452209473
448110947937165312,448368341015875584,['448368341015875584'],19106719,2433708881,@MAS condolence to the bereaved family..We are very sorry in your loss.:(,2014-03-25T07:58:37.000Z,mj_mag2007,NEG,0.6917611360549927
448110947937165312,448347708252643328,['448347708252643328'],19106719,2394027985,@MAS may all the soul be rest in peace...,2014-03-25T06:36:38.000Z,CenzonJun,POS,0.8734581470489502
448110947937165312,448338307047358464,['448338307047358464'],19106719,88937817,"@MAS Heartfelt condolences to the Malaysian Airlines team as well. To our beloved MAS CEO Mr Ahmad Jauhari, pls stay strong sir.",2014-03-25T05:59:16.000Z,khazian,POS,0.971972644329071
448110947937165312,448326680721907712,['448326680721907712'],19106719,2181112129,@MAS,2014-03-25T05:13:04.000Z,Meilannie2,NEU,0.9518000483512878
448110947937165312,448326526392475648,['448326526392475648'],19106719,60636761,@MAS condolences from Ph people...,2014-03-25T05:12:28.000Z,TOORK,NEU,0.6442219018936157
448110947937165312,448324474941624322,['448324474941624322'],19106719,797426359,@MAS,2014-03-25T05:04:18.000Z,butch040183,NEU,0.9518000483512878
448110947937165312,448321134212030464,['448321134212030464'],19106719,2314442077,@MAS sad...condolence to the family..,2014-03-25T04:51:02.000Z,kirara1411,NEG,0.9492078423500061
448110947937165312,448319565957566464,['448319565957566464'],19106719,143705849,@MAS we offer our prayers to the victims and their families,2014-03-25T04:44:48.000Z,youarehealed,NEU,0.7729540467262268
448110947937165312,448318916092116996,['448318916092116996'],19106719,917646794,@MAS stay strong God will provide all the answers... Our prayers from Philippines,2014-03-25T04:42:13.000Z,nozomifaith0126,POS,0.9179266095161438
448110947937165312,448304369071841281,['448304369071841281'],19106719,90543426,@MAS I humbly fuck you,2014-03-25T03:44:25.000Z,moneky719,NEG,0.9817772507667542
448110947937165312,448284154950868992,['448284154950868992'],19106719,631547714,@MAS We need the truth!!!,2014-03-25T02:24:05.000Z,kellerdutoo,NEU,0.8568075895309448
448110947937165312,448276249752788992,['448276249752788992'],19106719,2267333833,@MAS,2014-03-25T01:52:41.000Z,jubinmathew008,NEU,0.9518000483512878
448110947937165312,448270184722092033,['448270184722092033'],19106719,406290393,"“@MAS: We humbly offer our sincere thoughts, prayers
&amp; condolences 2 every1 affected by #MH370 tragedy"" at least families can now hv closure",2014-03-25T01:28:35.000Z,bevng1971,POS,0.5371495485305786
448110947937165312,448267668307460096,['448267668307460096'],19106719,252150806,@MAS How the hell does something like this happen! My heart breaks for the families &amp; passengers. Just awful! I can't believe it! 💔😢,2014-03-25T01:18:35.000Z,RubyTeuzday,NEG,0.98509281873703
448110947937165312,448223155467726849,['448223155467726849'],19106719,1354118108,@MAS MAS as international carrier and reputable airline should make an all out check up on all their aircraft captains and co-pilots!,2014-03-24T22:21:42.000Z,yem0462,NEU,0.8818444609642029
448110947937165312,448220031009456129,['448220031009456129'],19106719,43964874,@MAS keep working to FIND IT!! Closure would be the best gift you could give the families #M370,2014-03-24T22:09:17.000Z,poliquest,POS,0.6492363810539246
448110947937165312,448197104293658626,['448197104293658626'],19106719,411659444,@MAS your murders,2014-03-24T20:38:11.000Z,kidinamoto,NEG,0.9774917960166931
448110947937165312,448192162467823616,['448192162467823616'],19106719,155136946,@MAS :( my condolences to all affected n their family n frnds!! RIP!,2014-03-24T20:18:33.000Z,ChikooA1,NEG,0.9560285210609436
448110947937165312,448182014337089536,['448182014337089536'],19106719,212544783,@MAS what are you trying to hide?,2014-03-24T19:38:13.000Z,Weiyi_Wu,NEU,0.9610066413879395
448110947937165312,448157289422540800,['448157289422540800'],19106719,1275678547,"@MAS what we need more is clear, logic, and complete chain of truth and proofs.",2014-03-24T17:59:58.000Z,maoliang900824,NEU,0.96189945936203
448110947937165312,448139461969604608,['448139461969604608'],19106719,50731557,@MAS heart breaking so sad #crying,2014-03-24T16:49:08.000Z,idworld1975,NEG,0.9825401902198792
448110947937165312,448137449114304512,['448137449114304512'],19106719,135435635,"@MAS Sending my deepest condolences, thoughts &amp; prayers to the victims &amp; their families involved. This is really devastating. :-( -_-",2014-03-24T16:41:08.000Z,djsammyt0917,NEG,0.9809000492095947
448110947937165312,448136499494526977,['448136499494526977'],19106719,171553344,@MAS our deepest condolences from aching hearts from the Philippines. We are sincerely saddened by your loss. God bless your team.,2014-03-24T16:37:22.000Z,AngeliPV,NEU,0.6621600985527039
448110947937165312,448134310650867712,['448134310650867712'],19106719,2408321814,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/8rUBzhE8db”",2014-03-24T16:28:40.000Z,lilszz,NEU,0.716444730758667
448110947937165312,448132526368772097,['448132526368772097'],19106719,1348029342,@MAS prayers!,2014-03-24T16:21:34.000Z,Bernhardtbeach,POS,0.5766235589981079
448110947937165312,448131133968900096,['448131133968900096'],19106719,251425763,@MAS fuck Malaysia,2014-03-24T16:16:02.000Z,Lonnie_Bird,NEG,0.9808911085128784
448110947937165312,448129572358205440,['448129572358205440'],19106719,404629720,@MAS you were doing fairly well on crisis communications until this. A text to tell them their family member is dead? #epicfail,2014-03-24T16:09:50.000Z,PenLK,NEG,0.9721936583518982
448110947937165312,448129461150425088,['448129461150425088'],19106719,295530843,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/aonJUt8iXJ”",2014-03-24T16:09:24.000Z,kemanggisan_,NEU,0.7128537893295288
448110947937165312,448128403439648768,['448128403439648768'],19106719,96195070,@MAS,2014-03-24T16:05:11.000Z,anichemartin,NEU,0.9518000483512878
448110947937165312,448128120164347905,['448128120164347905'],19106719,60064730,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/qanJ4wT02Y”",2014-03-24T16:04:04.000Z,keithlens,NEU,0.7190222144126892
448110947937165312,448127640852246528,['448127640852246528'],19106719,2372198839,"@MAS 
malaysia-pm-tells-families-of-missing-jet-passenger-plane-is-lost-3-24-14
http://t.co/iOlINqokLq",2014-03-24T16:02:10.000Z,obama74115205,NEG,0.8782665133476257
448110947937165312,448127617128865794,['448127617128865794'],19106719,365964426,@MAS u done a good job..be strong!,2014-03-24T16:02:04.000Z,Niza_Harniza,POS,0.9900047183036804
448110947937165312,448127230539866112,['448127230539866112'],19106719,162919006,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/ilqmgPbmPD”",2014-03-24T16:00:32.000Z,dwdd_1134kHz,NEU,0.7265279293060303
448110947937165312,448127160306245632,['448127160306245632'],19106719,2399090041,@MAS,2014-03-24T16:00:15.000Z,int06656811,NEU,0.9518000483512878
448110947937165312,448127078370529280,['448127078370529280'],19106719,2390203566,"Rip :( “@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/onFEamuQAQ”",2014-03-24T15:59:55.000Z,BernicePaulJR,NEG,0.6751229166984558
448110947937165312,448126406606594048,['448126406606594048'],19106719,22305722,"""@MAS We humbly offer our sincere thoughts, prayers and condolences to everyone affected by #MH370 tragedy - http://t.co/wHdMsmG1CR",2014-03-24T15:57:15.000Z,Niall_Ward,NEU,0.7296026349067688
448110947937165312,448124459472683008,['448124459472683008'],19106719,1469328974,"@MAS Does your company have an ounce of intelligence, seriously. http://t.co/RWYvreTcFM",2014-03-24T15:49:31.000Z,Fewnblyg,NEG,0.568438708782196
448110947937165312,448123415593885697,['448123415593885697'],19106719,138984877,@MAS but the evidence that the plane crasheddd?..i hpee u can answer me....,2014-03-24T15:45:22.000Z,farahkhan95,NEU,0.9538114666938782
448110947937165312,448122626158776321,['448122626158776321'],19106719,2409179082,@MAS RIP to all ppl in MH370,2014-03-24T15:42:14.000Z,Jukung888,NEU,0.9032012224197388
448110947937165312,448121781149122561,['448121781149122561'],19106719,21527733,@MAS Me too but I still smell a rat. What was it doing that far off course? What do we actually KNOW about the debris?,2014-03-24T15:38:52.000Z,thewr0ngchild,NEG,0.9163844585418701
448110947937165312,448121254361706496,['448121254361706496'],19106719,1103224687,@MAS We need a reasonable exlains,2014-03-24T15:36:47.000Z,UNDFTDLava,NEU,0.9664691090583801
448110947937165312,448121160077557760,['448121160077557760'],19106719,805962906,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/ZQDxbIZieH”",2014-03-24T15:36:24.000Z,nikkidelc,NEU,0.7050527334213257
448110947937165312,448120865071173632,['448120865071173632'],19106719,535126567,@MAS there is still no physical proof. You've called it too early mas.,2014-03-24T15:35:14.000Z,JoadieH,NEG,0.831777036190033
448110947937165312,448118987713282049,['448118987713282049'],19106719,221752595,@MAS deepest condolences to affected families n crews of #MH370 .,2014-03-24T15:27:46.000Z,vinaysalini,NEU,0.6313745975494385
448110947937165312,448118436967632896,['448118436967632896'],19106719,240265143,@MAS please have MH370 memorial corner,2014-03-24T15:25:35.000Z,normaejmle,NEU,0.9685035347938538
448110947937165312,448118352330776577,['448118352330776577'],19106719,1456275666,@MAS takziah buat keluarga semua krew dan penumpang #MH370 . Alfatihah. Berita yg sungguh sedih buat kami 😥,2014-03-24T15:25:15.000Z,jue_exora,NEU,0.8656272888183594
448110947937165312,448116805513383936,['448116805513383936'],19106719,1614607454,@MAS 呵呵 去你大爷的,2014-03-24T15:19:06.000Z,HitoHu,NEU,0.9490235447883606
448110947937165312,448116536914370560,['448116536914370560'],19106719,39694657,"RT @MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/sYcZmvKFmh”",2014-03-24T15:18:02.000Z,emilya1128,NEU,0.7056531310081482
448110947937165312,448116245334736896,['448116245334736896'],19106719,1044862952,@MAS i dont know what to say..so sad..takziah,2014-03-24T15:16:53.000Z,terry80lee,NEG,0.9798857569694519
448110947937165312,448115768073658368,['448115768073658368'],19106719,1026624079,@MAS may their soul rest in peace bt the blame is not to put on cpt #zaharie....possibly a hijack http://t.co/up3lo91Wnn,2014-03-24T15:14:59.000Z,Chisopapodolski,NEU,0.8483493328094482
448110947937165312,448115641736642560,['448115641736642560'],19106719,1494570259,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/9h5SEtXFjK”",2014-03-24T15:14:29.000Z,soraya_aydin,NEU,0.7078609466552734
448110947937165312,448115634216632320,['448115634216632320'],19106719,256182482,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/4lAI5DQi0S” 💔",2014-03-24T15:14:27.000Z,MinionGooner,NEU,0.7061383724212646
448110947937165312,448115151376769026,['448115151376769026'],19106719,443543618,@MAS this is so unfortunate.  My heart goes out for all those on board and their loved ones,2014-03-24T15:12:32.000Z,_ManuMalhotra,NEG,0.9773989915847778
448110947937165312,448114887429214208,['448114887429214208'],19106719,50530789,@MAS can Umake stat on #MH370 #Maldives sight 6:15am SE towd #diegogarcia 1:10 flt time arri 7:25am cell con 7:40am 8:11 last ping on tarmac,2014-03-24T15:11:29.000Z,NedaAgain,NEU,0.9825897216796875
448110947937165312,448114659124457473,['448114659124457473'],19106719,190994678,@MAS http://t.co/x0fBuARxzL,2014-03-24T15:10:34.000Z,2sayornot2say,NEU,0.956987202167511
448110947937165312,448114492249886720,['448114492249886720'],19106719,2320208791,"@MAS its a bad time for mas, must prepared in all circumstances, we malaysian must support our leaders for thier great effort",2014-03-24T15:09:55.000Z,many3773,NEU,0.6296324729919434
448110947937165312,448114434632732673,['448114434632732673'],19106719,252485401,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/O7B5yXWI7H”",2014-03-24T15:09:41.000Z,MichaelOng86,NEU,0.7085528373718262
448110947937165312,448114227643822080,['448114227643822080'],19106719,361642910,@MAS  RIP MH370,2014-03-24T15:08:52.000Z,kangcs9339,NEU,0.95677649974823
448110947937165312,448114178675314688,['448114178675314688'],19106719,2398115844,@MAS RIP (return if possible) MH370...,2014-03-24T15:08:40.000Z,NoraLantukan,NEU,0.9480180740356445
448110947937165312,448114168382898177,['448114168382898177'],19106719,590142631,@MAS @VeroPuntoCom can i have a free ticket for them?,2014-03-24T15:08:37.000Z,ElBiskuit,POS,0.6963512897491455
448110947937165312,448113804392415232,['448113804392415232'],19106719,73670513,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/QwSPEkbwe7”",2014-03-24T15:07:11.000Z,PabloReinah,NEU,0.7137616872787476
448110947937165312,448113101989105664,['448113101989105664'],19106719,80521629,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/Mx6Dz99uqw”",2014-03-24T15:04:23.000Z,VinoGBastian__,NEU,0.7217443585395813
448110947937165312,448112552526876672,['448112552526876672'],19106719,109485339,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/n7cbotvfCw”",2014-03-24T15:02:12.000Z,John23VC,NEU,0.6954098343849182
448110947937165312,448112528170573825,['448112528170573825'],19106719,2177672006,"@MAS Berdoa agar jumpa kapten,pem kapten,anak kapal dan penumpang dengan selamat tetapi hari ini menerima berita sedih.",2014-03-24T15:02:06.000Z,ZairinIsmail,NEU,0.9714733362197876
448110947937165312,448112380501696512,['448112380501696512'],19106719,537416705,@MAS ..i dont hv data dtls but it is still incloncusive..inmarsat detcted but is thre 100% proof?..debris found doesnt reflect d actual loc,2014-03-24T15:01:31.000Z,manness1,NEG,0.6470356583595276
448110947937165312,448112152864239616,['448112152864239616'],19106719,119647297,@MAS i am crying so hard you'll never know oh my god this is so heartbreaking 😭😭😭😭😭,2014-03-24T15:00:37.000Z,k1m1eee,NEG,0.9834197759628296
448110947937165312,448111894981652480,['448111894981652480'],19106719,378418378,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/OOXWGuHUw9”",2014-03-24T14:59:35.000Z,Khaledmhd,NEU,0.7112892866134644
448110947937165312,448111870898343936,['448111870898343936'],19106719,513013129,"@MAS Do MAS have any remedy or ""pampasan"" that MAS will give to the family members of those on board on MH370?",2014-03-24T14:59:30.000Z,ChiaWeiSiong,NEU,0.9756598472595215
448110947937165312,448111854875709440,['448111854875709440'],19106719,1394844276,@MAS yu,2014-03-24T14:59:26.000Z,yuaysh,NEU,0.9677417278289795
448110947937165312,448111769999773698,['448111769999773698'],19106719,2412063743,@MAS Takziah,2014-03-24T14:59:06.000Z,SammyYusof,NEU,0.9721784591674805
448110947937165312,448111718963875840,['448111718963875840'],19106719,50530789,@MAS Distraught #MH370 families told by text message to assume‘beyond doubt no one survived’ http://t.co/BNVf43wGEu  http://t.co/ieNw0K45Fu,2014-03-24T14:58:53.000Z,NedaAgain,NEG,0.6435292363166809
448110947937165312,448111710256525312,['448111710256525312'],19106719,16929003,"RT @MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/Ufu74RzAPQ",2014-03-24T14:58:51.000Z,Matymen,NEU,0.7332934737205505
448110947937165312,448111531863977984,['448111531863977984'],19106719,2200480554,@MAS condolence to all families member that affected,2014-03-24T14:58:09.000Z,michaelkk59,POS,0.5027629137039185
448110947937165312,448111427547451392,['448111427547451392'],19106719,16334480,"RT @MAS: We humbly offer our sincere thoughts, prayers and condolences to everyone affected by #MH370 tragedy http://t.co/mOVm3fsoh0",2014-03-24T14:57:44.000Z,MickiMaynard,NEU,0.7421119809150696
448110947937165312,448111330759700480,['448111330759700480'],19106719,2331127243,@MAS alfatihah for muslim passanger. ..,2014-03-24T14:57:21.000Z,4545Olol,NEU,0.9310693740844727
448110947937165312,448111159099400192,['448111159099400192'],19106719,1822814209,@MAS Salam Takziah,2014-03-24T14:56:40.000Z,LynasLina,NEU,0.9772982001304626
448110947937165312,448111114547900416,['448111114547900416'],19106719,1855328768,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/8rGnbRDHb1” @nbc6",2014-03-24T14:56:29.000Z,jamieNBC6,NEU,0.7163330316543579
448110947937165312,448111087368421376,['448111087368421376'],19106719,1822814209,@MAS al fatihah,2014-03-24T14:56:23.000Z,LynasLina,NEU,0.9746994972229004
448110947937165312,448111050882174976,['448111050882174976'],19106719,830877866,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/5e2OwE7lQf”",2014-03-24T14:56:14.000Z,emmanuelbadong,NEU,0.7229416966438293
448110947937165312,448111009086337024,['448111009086337024'],19106719,87868847,"“@MAS: We humbly offer our sincere thoughts, prayers
and condolences to everyone affected by #MH370 tragedy - http://t.co/MRWEHzs37U”",2014-03-24T14:56:04.000Z,X556,NEU,0.7221328616142273
